Employee_ID;EmployeeCode;FirstName;LastName;FullName;Gender;Age;AgeGroup;BusinessTravel;DistanceFromHome;State;Ethnicity;MaritalStatus;Salary;StockOptionLevel;OverTime;HireDate;Attrition;YearsAtCompany;YearsInMostRecentRole;YearsSinceLastPromotion;YearsWithCurrentManager;DepartmentName;EducationLevel;EducationField;JobRole
251;2BD8-20A6;Berna;Patnelli;Berna Patnelli;Female;35;35-44;Frequent Traveller;38;NY;Mixed or multiple ethnic groups;Single;310285.00;0;Yes;2017-11-30;No;5;4;4;3;Technology;Doctorate;Information Systems;Engineering Manager
252;2BE9-93DB;Walden;Hartigan;Walden Hartigan;Male;19;Under 25;Some Travel;5;CA;White;Single;53387.00;0;No;2021-08-09;No;1;0;1;1;Sales;No Formal Qualifications;Marketing;Sales Executive
253;2BEA-43B2;Clay;Carabine;Clay Carabine;Male;48;45-54;Some Travel;44;IL;White;Single;103198.00;0;No;2013-04-03;No;9;7;9;2;Technology;No Formal Qualifications;Computer Science;Software Engineer
254;2BF6-ACD3;Kimmy;Waples;Kimmy Waples;Female;19;Under 25;Some Travel;15;CA;White;Single;47707.00;0;No;2022-10-07;No;0;0;0;0;Technology;Bachelors;Information Systems;Software Engineer
255;2C0F-AAE2;Norton;Rigolle;Norton Rigolle;Non-Binary;35;35-44;Some Travel;19;CA;American Indian or Alaska Native;Married;187372.00;0;Yes;2019-05-16;No;3;1;1;2;Technology;High School;Information Systems;Senior Software Engineer
256;2C7D-F9F1;Jaye;Coxhell;Jaye Coxhell;Male;30;25-34;Some Travel;45;CA;White;Single;262409.00;0;No;2013-12-20;No;9;8;9;8;Technology;High School;Business Studies;Machine Learning Engineer
257;2CA8-4E1B;Nicoline;Pote;Nicoline Pote;Non-Binary;23;Under 25;Some Travel;7;NY;Asian or Asian American;Single;28753.00;0;No;2017-05-02;Yes;2;1;1;0;Technology;Bachelors;Business Studies;Software Engineer
258;2D04-D0A5;Rosaline;Ferrieri;Rosaline Ferrieri;Female;29;25-34;Frequent Traveller;13;CA;White;Married;126008.00;1;No;2020-12-16;No;2;2;2;1;Sales;Bachelors;Marketing;Sales Executive
259;2D25-CAE8;Marcos;Bowkett;Marcos Bowkett;Male;22;Under 25;Some Travel;29;IL;Mixed or multiple ethnic groups;Divorced;58992.00;1;Yes;2019-07-02;No;3;3;3;2;Sales;High School;Economics;Sales Executive
260;2D85-ABDD;Myrtie;Tythe;Myrtie Tythe;Female;33;25-34;No Travel;29;IL;White;Married;65094.00;0;No;2014-06-20;No;8;8;8;0;Sales;Bachelors;Economics;Sales Executive
261;2DD1-FD7F;Godart;Burgwin;Godart Burgwin;Male;22;Under 25;Some Travel;3;CA;Other;Single;34753.00;0;Yes;2018-07-18;Yes;1;0;0;0;Technology;Bachelors;Computer Science;Data Scientist
262;2E25-987F;Roseann;Blueman;Roseann Blueman;Female;24;Under 25;Some Travel;45;CA;Asian or Asian American;Married;30390.00;1;No;2019-06-14;No;3;0;2;2;Technology;Bachelors;Information Systems;Software Engineer
263;2E72-4BF1;Grace;Gohier;Grace Gohier;Male;44;35-44;Some Travel;21;CA;White;Married;426142.00;0;No;2012-02-07;No;10;4;5;4;Sales;Bachelors;Marketing;Manager
264;2E7B-43F0;Arnaldo;Balling;Arnaldo Balling;Male;26;25-34;Some Travel;31;CA;White;Married;148211.00;3;Yes;2015-02-11;No;7;1;6;0;Technology;High School;Computer Science;Engineering Manager
265;2E9A-BD2E;Blake;Metheringham;Blake Metheringham;Male;36;35-44;Some Travel;13;CA;Asian or Asian American;Married;432191.00;1;No;2013-09-27;No;9;1;8;0;Sales;Doctorate;Marketing;Manager
266;2EB9-9D31;Cybill;Mitkin;Cybill Mitkin;Female;27;25-34;No Travel;4;CA;White;Married;78265.00;1;No;2021-07-10;No;1;1;1;1;Human Resources;Bachelors;Human Resources;HR Executive
267;2EC6-E2E0;Ferne;Humbell;Ferne Humbell;Female;36;35-44;Frequent Traveller;29;CA;White;Single;144071.00;1;No;2022-02-15;No;0;0;0;0;Technology;Bachelors;Information Systems;Software Engineer
268;2ED2-2CEC;Kendricks;Durtnell;Kendricks Durtnell;Male;44;35-44;Frequent Traveller;18;CA;Black or African American;Single;102708.00;0;Yes;2014-11-03;No;8;3;4;7;Technology;Bachelors;Computer Science;Senior Software Engineer
269;2EF6-8D96;Lelia;Giles;Lelia Giles;Female;24;Under 25;Some Travel;12;CA;White;Married;22965.00;3;No;2018-06-12;No;4;4;4;4;Technology;Masters;Information Systems;Software Engineer
270;2F04-931F;Carlyle;Catt;Carlyle Catt;Male;23;Under 25;Some Travel;25;CA;Mixed or multiple ethnic groups;Single;37121.00;0;Yes;2018-10-02;Yes;1;0;0;0;Technology;Bachelors;Business Studies;Data Scientist
271;2F85-AF81;Cassandre;Joubert;Cassandre Joubert;Non-Binary;42;35-44;Some Travel;12;CA;White;Married;167089.00;1;No;2012-05-24;No;10;7;9;8;Technology;Masters;Business Studies;Senior Software Engineer
272;2F98-E645;Monah;Fivey;Monah Fivey;Female;29;25-34;Frequent Traveller;17;CA;Black or African American;Married;105554.00;1;Yes;2014-02-25;Yes;5;2;5;2;Technology;Bachelors;Computer Science;Data Scientist
273;2FAE-9278;Ettore;Gorusso;Ettore Gorusso;Male;24;Under 25;Some Travel;23;NY;White;Single;92798.00;0;Yes;2016-05-23;No;6;4;4;1;Technology;Doctorate;Computer Science;Senior Software Engineer
274;2FC6-7ED5;Deena;Deegan;Deena Deegan;Female;44;35-44;Frequent Traveller;29;CA;Mixed or multiple ethnic groups;Married;303779.00;1;No;2018-08-24;No;4;0;0;0;Technology;No Formal Qualifications;Computer Science;Machine Learning Engineer
275;2FC8-999D;Terrie;Barnish;Terrie Barnish;Female;27;25-34;Some Travel;30;CA;Mixed or multiple ethnic groups;Divorced;240633.00;1;No;2015-01-22;No;7;1;6;7;Technology;High School;Information Systems;Analytics Manager
276;3012-1A41;Leonelle;Simco;Leonelle Simco;Female;30;25-34;Some Travel;27;IL;White;Divorced;102059.00;1;No;2012-01-03;No;10;4;9;7;Sales;Doctorate;Marketing;Sales Executive
277;3044-EB49;Rolando;Pioch;Rolando Pioch;Male;23;Under 25;Some Travel;44;NY;White;Married;100314.00;3;Yes;2019-09-25;No;3;2;3;3;Sales;High School;Economics;Sales Executive
278;3051-927B;Gisella;McRannell;Gisella McRannell;Female;39;35-44;Some Travel;28;NY;White;Single;443218.00;1;No;2022-02-21;No;0;0;0;0;Human Resources;Bachelors;Human Resources;HR Business Partner
279;307F-9BFA;Elly;Kennan;Elly Kennan;Female;43;35-44;Some Travel;21;NY;White;Married;94499.00;1;No;2013-06-22;No;9;0;1;7;Technology;High School;Computer Science;Software Engineer
280;30CB-BCD0;Saraann;Justice;Saraann Justice;Female;38;35-44;Frequent Traveller;31;NY;Black or African American;Married;90187.00;1;Yes;2014-06-27;No;8;4;5;2;Technology;Bachelors;Computer Science;Data Scientist
281;30CC-0FDE;Ilyssa;Jacks;Ilyssa Jacks;Female;19;Under 25;Some Travel;15;NY;White;Single;44782.00;0;No;2022-09-06;No;0;0;0;0;Sales;No Formal Qualifications;Marketing;Sales Representative
282;30CC-9AD8;Maximo;Poundford;Maximo Poundford;Male;22;Under 25;Some Travel;20;IL;White;Married;54899.00;1;Yes;2020-12-18;No;2;0;1;0;Technology;High School;Information Systems;Senior Software Engineer
283;3120-B11F;Allister;Noads;Allister Noads;Male;28;25-34;Frequent Traveller;7;CA;White;Married;140538.00;1;No;2015-01-21;No;7;3;5;0;Technology;Masters;Business Studies;Senior Software Engineer
284;3182-7F44;Bethany;Dawks;Bethany Dawks;Female;21;Under 25;Some Travel;19;NY;White;Single;25114.00;0;No;2021-01-16;No;1;1;1;1;Technology;Masters;Information Systems;Software Engineer
285;31E1-001F;Stevy;McArthur;Stevy McArthur;Male;21;Under 25;Frequent Traveller;33;CA;White;Married;37954.00;1;Yes;2021-06-07;No;1;0;0;1;Technology;High School;Information Systems;Software Engineer
286;31FB-D496;Rakel;Ruston;Rakel Ruston;Female;25;25-34;Some Travel;5;CA;Mixed or multiple ethnic groups;Single;51454.00;0;No;2015-04-17;No;7;1;6;7;Technology;Masters;Other;Software Engineer
287;324B-F4DF;Hestia;Fishlee;Hestia Fishlee;Female;20;Under 25;No Travel;13;CA;Black or African American;Married;42097.00;1;No;2022-12-18;No;0;0;0;0;Technology;Masters;Business Studies;Software Engineer
288;3261-373A;Dorey;Arpur;Dorey Arpur;Female;26;25-34;Frequent Traveller;5;IL;White;Married;99203.00;1;Yes;2016-12-28;No;6;3;3;4;Technology;Bachelors;Computer Science;Senior Software Engineer
289;327B-F6D3;Codee;Jean;Codee Jean;Female;37;35-44;Some Travel;6;CA;Mixed or multiple ethnic groups;Married;42188.00;1;No;2013-10-04;Yes;8;3;5;6;Technology;High School;Computer Science;Data Scientist
290;32AE-C02F;Hilly;Giocannoni;Hilly Giocannoni;Male;24;Under 25;No Travel;8;CA;White;Single;82405.00;0;Yes;2016-06-19;Yes;5;1;4;1;Sales;Bachelors;Marketing;Sales Executive
291;32F1-6903;Mariya;Mattheus;Mariya Mattheus;Female;18;Under 25;Frequent Traveller;10;IL;White;Single;26960.00;3;No;2022-05-17;No;0;0;0;0;Technology;Bachelors;Computer Science;Software Engineer
292;3412-9077;Grenville;Freckleton;Grenville Freckleton;Male;21;Under 25;Some Travel;43;NY;White;Married;38749.00;1;No;2021-07-21;No;1;0;0;0;Technology;Masters;Computer Science;Data Scientist
293;342B-0932;Giorgio;Ginger;Giorgio Ginger;Male;21;Under 25;Some Travel;18;CA;Asian or Asian American;Married;29558.00;1;Yes;2019-06-17;No;3;2;3;2;Technology;High School;Computer Science;Software Engineer
294;3476-CA56;Minette;Florey;Minette Florey;Female;24;Under 25;Some Travel;16;CA;White;Single;25102.00;0;No;2019-06-05;Yes;1;0;0;0;Sales;Bachelors;Economics;Sales Representative
295;34FB-D8F3;Sheffie;McCrum;Sheffie McCrum;Male;25;25-34;Some Travel;11;NY;White;Married;285138.00;1;No;2018-03-21;No;4;0;3;4;Technology;High School;Computer Science;Engineering Manager
296;354B-3BC6;Luci;Penburton;Luci Penburton;Female;21;Under 25;Some Travel;4;NY;White;Single;67900.00;0;No;2019-06-24;No;3;3;3;2;Technology;Bachelors;Business Studies;Software Engineer
297;3560-C117;Allyson;Kordas;Allyson Kordas;Female;28;25-34;Frequent Traveller;4;CA;Mixed or multiple ethnic groups;Married;65659.00;1;Yes;2012-05-09;Yes;2;0;0;0;Technology;Bachelors;Computer Science;Data Scientist
298;35D2-818A;Sonja;Crone;Sonja Crone;Female;26;25-34;Frequent Traveller;16;CA;White;Married;62602.00;0;Yes;2017-11-24;No;5;2;3;2;Technology;Masters;Other;Software Engineer
299;3642-EEAE;Eleanore;Gundrey;Eleanore Gundrey;Female;48;45-54;Some Travel;43;CA;White;Married;56053.00;1;No;2014-06-27;No;8;6;8;4;Technology;Bachelors;Information Systems;Data Scientist
300;3653-D544;Adria;Smurfit;Adria Smurfit;Female;25;25-34;Frequent Traveller;21;IL;Black or African American;Married;91332.00;1;No;2018-01-03;No;4;3;3;3;Sales;High School;Technical Degree;Sales Executive
301;36A3-F0A5;Hirsch;Broadnicke;Hirsch Broadnicke;Male;23;Under 25;Frequent Traveller;40;CA;White;Divorced;79724.00;1;No;2020-09-23;No;2;0;2;0;Technology;Bachelors;Computer Science;Senior Software Engineer
302;36E1-3DDF;Connie;Widocks;Connie Widocks;Non-Binary;24;Under 25;Some Travel;26;CA;Black or African American;Single;34657.00;0;No;2017-11-21;No;5;5;5;2;Technology;High School;Computer Science;Software Engineer
303;372C-E204;Doralia;Vassie;Doralia Vassie;Female;35;35-44;Some Travel;44;NY;White;Single;455643.00;1;Yes;2022-09-21;No;0;0;0;0;Technology;Masters;Computer Science;Data Scientist
304;3747-3110;Sarge;Antowski;Sarge Antowski;Male;23;Under 25;Some Travel;12;NY;Black or African American;Married;35776.00;2;Yes;2017-12-22;No;5;0;3;4;Technology;Bachelors;Computer Science;Software Engineer
305;37D7-54B9;Kimberli;Porritt;Kimberli Porritt;Female;37;35-44;Some Travel;20;IL;White;Married;195447.00;1;Yes;2019-10-22;No;3;3;3;3;Sales;Bachelors;Economics;Sales Executive
306;37DA-C03F;Wanids;Riggert;Wanids Riggert;Female;19;Under 25;No Travel;8;CA;White;Single;54502.00;1;No;2021-12-22;No;1;0;1;1;Technology;High School;Computer Science;Software Engineer
307;37EE-004B;Dyan;Boud;Dyan Boud;Female;22;Under 25;Some Travel;29;CA;White;Divorced;28790.00;1;No;2019-01-09;Yes;3;1;1;2;Technology;Bachelors;Information Systems;Data Scientist
308;380E-44B4;Esdras;Hallitt;Esdras Hallitt;Male;21;Under 25;Some Travel;19;IL;White;Single;25255.00;0;No;2022-08-01;Yes;0;0;0;0;Technology;Masters;Computer Science;Data Scientist
309;380F-A08A;Evvy;Labbez;Evvy Labbez;Female;32;25-34;Frequent Traveller;22;NY;White;Married;142488.00;1;No;2014-11-22;No;8;0;6;7;Sales;Bachelors;Marketing;Sales Executive
310;388D-DB68;Maybelle;Hurler;Maybelle Hurler;Female;27;25-34;Some Travel;40;CA;White;Married;34320.00;1;No;2015-06-07;No;7;5;6;5;Human Resources;Bachelors;Human Resources;Recruiter
311;38D7-6BB9;Amory;Gaskall;Amory Gaskall;Male;49;45-54;Frequent Traveller;43;CA;White;Divorced;368010.00;1;No;2022-03-13;No;0;0;0;0;Technology;Bachelors;Computer Science;Analytics Manager
312;38EB-ADBD;Berton;Jorissen;Berton Jorissen;Male;48;45-54;Some Travel;20;CA;White;Married;56546.00;1;No;2013-11-01;No;9;4;6;3;Technology;Bachelors;Information Systems;Software Engineer
313;3992-22AD;Kristal;le Keux;Kristal le Keux;Female;25;25-34;Some Travel;4;CA;Other;Single;48917.00;0;No;2017-08-19;No;5;2;4;3;Sales;Bachelors;Marketing;Sales Executive
314;3994-472A;Rolf;Cunah;Rolf Cunah;Male;29;25-34;Some Travel;33;CA;White;Divorced;153909.00;1;No;2012-04-23;No;10;10;10;2;Technology;Bachelors;Computer Science;Software Engineer
315;39A2-9B0A;Leesa;Wittke;Leesa Wittke;Female;19;Under 25;Frequent Traveller;35;CA;White;Single;24959.00;1;No;2022-10-25;Yes;0;0;0;0;Sales;Masters;Marketing;Sales Representative
316;39FC-7149;Kathye;Balden;Kathye Balden;Female;27;25-34;Some Travel;1;CA;White;Single;31450.00;0;No;2015-01-10;No;7;3;5;7;Technology;Bachelors;Computer Science;Software Engineer
317;3A0A-B70A;Matteo;Bonallack;Matteo Bonallack;Male;18;Under 25;No Travel;4;CA;White;Single;32191.00;1;No;2022-03-07;No;0;0;0;0;Technology;Bachelors;Information Systems;Software Engineer
318;3A20-7C3E;Jerrie;Carlos;Jerrie Carlos;Male;25;25-34;Some Travel;44;CA;White;Divorced;52210.00;3;No;2016-07-01;No;6;0;1;0;Technology;Masters;Other;Software Engineer
319;3A2C-ABB8;Gawain;Dewdney;Gawain Dewdney;Male;25;25-34;Some Travel;5;CA;White;Married;28646.00;1;No;2015-07-02;No;7;6;6;3;Technology;Bachelors;Computer Science;Software Engineer
320;3A36-DA50;Leia;Jackes;Leia Jackes;Female;24;Under 25;Some Travel;26;CA;White;Married;80374.00;2;No;2017-10-14;No;5;4;4;4;Technology;Bachelors;Information Systems;Senior Software Engineer
321;3A96-07A5;Teena;Nassey;Teena Nassey;Female;24;Under 25;No Travel;14;CA;Black or African American;Divorced;52975.00;1;Yes;2019-04-18;No;3;1;3;3;Sales;Bachelors;Marketing;Sales Executive
322;3B11-DF28;Helge;Exley;Helge Exley;Female;23;Under 25;Frequent Traveller;28;CA;White;Single;57133.00;0;No;2019-08-23;Yes;3;0;0;1;Technology;High School;Computer Science;Data Scientist
323;3B2D-9E60;Flora;Kowalski;Flora Kowalski;Female;37;35-44;Some Travel;33;CA;White;Married;236732.00;1;No;2020-06-30;No;2;2;2;2;Technology;No Formal Qualifications;Information Systems;Senior Software Engineer
324;3B90-B998;Giffy;Rofe;Giffy Rofe;Male;33;25-34;No Travel;26;CA;White;Divorced;43998.00;3;No;2014-09-29;No;8;6;7;2;Technology;Bachelors;Computer Science;Data Scientist
325;3BAB-C57E;Hashim;Payn;Hashim Payn;Male;19;Under 25;Some Travel;28;CA;White;Single;26062.00;3;Yes;2021-06-30;No;1;1;1;1;Technology;Bachelors;Information Systems;Data Scientist
326;3C31-30CB;Roxy;Firpi;Roxy Firpi;Female;24;Under 25;Some Travel;3;CA;White;Married;41664.00;1;No;2016-06-08;No;6;3;4;2;Technology;Bachelors;Business Studies;Software Engineer
327;3C73-12A0;Andee;Kenen;Andee Kenen;Female;22;Under 25;Some Travel;6;CA;White;Single;70766.00;0;No;2020-02-15;No;2;0;2;1;Technology;High School;Information Systems;Senior Software Engineer
328;3C78-06E7;Konstantin;Muldownie;Konstantin Muldownie;Male;24;Under 25;Some Travel;7;CA;Asian or Asian American;Married;85074.00;1;No;2018-01-15;No;4;1;2;4;Technology;Masters;Information Systems;Software Engineer
329;3C7D-86ED;Joyan;Brason;Joyan Brason;Female;40;35-44;Some Travel;3;CA;Native Hawaiian;Divorced;104426.00;1;No;2012-01-11;No;10;3;4;6;Sales;High School;Other;Sales Executive
330;3CCD-CF5F;Stesha;McCay;Stesha McCay;Female;31;25-34;Some Travel;13;CA;White;Married;183057.00;2;No;2021-11-23;No;1;1;1;1;Sales;Doctorate;Marketing;Sales Executive
331;3CD6-5587;Dorise;Klishin;Dorise Klishin;Female;31;25-34;Some Travel;20;CA;White;Single;59697.00;0;Yes;2012-02-02;Yes;7;5;6;0;Technology;High School;Computer Science;Software Engineer
332;3CFD-6622;Adelina;Bittlestone;Adelina Bittlestone;Female;40;35-44;Frequent Traveller;19;CA;Black or African American;Single;513325.00;0;No;2019-03-10;No;3;0;0;1;Technology;Bachelors;Information Systems;Analytics Manager
333;3D47-6A75;Burch;Albers;Burch Albers;Male;45;45-54;Some Travel;20;CA;White;Married;374781.00;1;No;2021-04-30;No;1;1;1;1;Sales;Bachelors;Marketing;Manager
334;3D71-8DC2;Alix;Blazejewski;Alix Blazejewski;Male;38;35-44;Some Travel;20;IL;Black or African American;Married;147098.00;1;No;2012-01-11;No;10;5;8;2;Sales;Masters;Marketing;Sales Executive
335;3D9E-FB05;Raynor;Deane;Raynor Deane;Male;25;25-34;Some Travel;2;CA;Black or African American;Married;75555.00;1;No;2016-11-08;No;6;5;6;4;Sales;Masters;Economics;Sales Executive
336;3DB7-2942;Cordula;Upjohn;Cordula Upjohn;Female;27;25-34;Some Travel;3;CA;Asian or Asian American;Married;137012.00;1;No;2015-08-16;No;7;6;7;7;Technology;High School;Computer Science;Engineering Manager
337;3DBF-E552;Stavro;Aird;Stavro Aird;Male;49;45-54;No Travel;22;NY;White;Married;509261.00;1;No;2021-10-12;No;1;1;1;0;Human Resources;Masters;Human Resources;HR Manager
338;3DCC-7FA4;Sherrie;Chantler;Sherrie Chantler;Female;34;25-34;Frequent Traveller;30;CA;Mixed or multiple ethnic groups;Married;311448.00;2;Yes;2019-04-12;No;3;1;2;2;Sales;High School;Marketing;Manager
339;3E3B-681D;Franz;Brighouse;Franz Brighouse;Male;23;Under 25;Some Travel;30;CA;White;Single;24518.00;0;No;2019-04-25;No;3;2;2;3;Technology;High School;Information Systems;Data Scientist
340;3E42-57C8;Quinton;McAllister;Quinton McAllister;Male;23;Under 25;Some Travel;12;IL;White;Single;84985.00;0;No;2020-05-01;Yes;1;0;0;0;Sales;Bachelors;Marketing;Sales Executive
341;3E4A-F28F;Rubi;Hawkwood;Rubi Hawkwood;Female;20;Under 25;Some Travel;45;IL;Black or African American;Married;41877.00;0;No;2022-11-02;Yes;0;0;0;0;Technology;High School;Information Systems;Senior Software Engineer
342;3E50-011E;Carol;Burgill;Carol Burgill;Female;24;Under 25;No Travel;29;CA;White;Married;158330.00;3;Yes;2017-08-18;No;5;1;3;0;Technology;Masters;Information Systems;Machine Learning Engineer
343;3EAA-95E5;Beatrix;Epelett;Beatrix Epelett;Non-Binary;40;35-44;Some Travel;40;CA;White;Divorced;265523.00;1;No;2018-07-20;No;4;1;3;1;Technology;Masters;Computer Science;Machine Learning Engineer
344;3EB2-9111;Ginger;Blinde;Ginger Blinde;Male;48;45-54;Some Travel;26;IL;White;Divorced;35749.00;2;No;2012-05-17;No;10;7;7;8;Technology;Masters;Information Systems;Data Scientist
345;3EDA-3BDE;Raynard;Revie;Raynard Revie;Male;31;25-34;Some Travel;19;CA;White;Single;371727.00;0;No;2019-04-09;No;3;2;3;2;Technology;No Formal Qualifications;Information Systems;Engineering Manager
346;3F0C-41A7;Mendie;Readie;Mendie Readie;Male;24;Under 25;Some Travel;27;CA;Mixed or multiple ethnic groups;Single;79828.00;0;No;2016-01-27;No;6;2;3;0;Sales;Masters;Marketing;Sales Executive
347;3F19-FC5A;Hy;Trevance;Hy Trevance;Male;35;35-44;Some Travel;29;NY;White;Divorced;182764.00;2;Yes;2012-03-10;No;10;7;9;9;Sales;Doctorate;Marketing;Sales Executive
348;3F25-EF5E;Tybalt;Horlick;Tybalt Horlick;Male;23;Under 25;Some Travel;9;NY;White;Married;33750.00;1;No;2020-07-10;No;2;0;2;0;Sales;High School;Marketing;Sales Representative
349;3F3F-E438;Kathleen;Wanjek;Kathleen Wanjek;Female;21;Under 25;No Travel;24;CA;White;Married;53912.00;2;Yes;2021-04-02;No;1;1;1;0;Technology;Doctorate;Information Systems;Software Engineer
350;3F5B-6277;Katerine;Fredi;Katerine Fredi;Female;19;Under 25;Some Travel;36;CA;White;Single;23385.00;2;No;2021-01-06;No;1;0;1;1;Technology;High School;Information Systems;Software Engineer
351;3F9D-8094;Denys;Ponten;Denys Ponten;Male;19;Under 25;Frequent Traveller;13;CA;White;Single;65960.00;3;No;2021-11-16;No;1;0;1;0;Sales;High School;Economics;Sales Executive
352;401F-CC71;Ezekiel;Phipps;Ezekiel Phipps;Male;31;25-34;Some Travel;36;NY;White;Single;139882.00;0;No;2022-02-11;No;0;0;0;0;Sales;Bachelors;Marketing;Sales Executive
353;4044-F6D4;Erny;Waywell;Erny Waywell;Male;40;35-44;Some Travel;33;CA;White;Single;271683.00;1;Yes;2022-07-26;No;0;0;0;0;Technology;Bachelors;Business Studies;Senior Software Engineer
354;4049-CF88;Jose;Davydzenko;Jose Davydzenko;Male;20;Under 25;Some Travel;25;NY;White;Married;40341.00;1;Yes;2020-04-18;No;2;1;1;2;Technology;Masters;Information Systems;Data Scientist
355;40A9-8EB0;Joannes;McFadden;Joannes McFadden;Female;39;35-44;Some Travel;31;CA;White;Single;90017.00;0;Yes;2012-02-07;No;10;7;7;3;Technology;Bachelors;Information Systems;Software Engineer
356;40BE-EEAF;Adriano;Purselowe;Adriano Purselowe;Male;24;Under 25;Frequent Traveller;45;CA;White;Single;85422.00;0;Yes;2021-03-28;Yes;1;0;0;0;Technology;Bachelors;Computer Science;Data Scientist
357;40CC-6231;Rodi;McGerraghty;Rodi McGerraghty;Female;25;25-34;Frequent Traveller;17;CA;Native Hawaiian;Married;54566.00;1;No;2016-06-15;No;6;3;6;5;Technology;Bachelors;Computer Science;Software Engineer
358;411F-6325;Fabio;Metham;Fabio Metham;Male;27;25-34;Frequent Traveller;45;CA;White;Single;34579.00;0;No;2016-06-17;No;6;4;4;4;Technology;High School;Information Systems;Data Scientist
359;4188-C61D;Fanny;Yoell;Fanny Yoell;Female;22;Under 25;No Travel;27;CA;White;Single;23039.00;0;No;2018-03-08;Yes;0;0;0;0;Technology;No Formal Qualifications;Information Systems;Data Scientist
360;41A7-9C19;Ginevra;Edson;Ginevra Edson;Female;23;Under 25;Some Travel;8;NY;Mixed or multiple ethnic groups;Married;78937.00;1;No;2018-04-10;No;4;0;3;0;Sales;Masters;Economics;Sales Executive
361;41DC-E8B5;Ware;Casbon;Ware Casbon;Male;47;45-54;Some Travel;17;CA;White;Single;106840.00;0;No;2014-12-06;No;8;3;4;8;Sales;Bachelors;Other;Sales Executive
362;41EC-F2AA;Antoinette;Dreamer;Antoinette Dreamer;Female;26;25-34;Frequent Traveller;42;CA;Asian or Asian American;Married;56966.00;1;No;2015-05-04;No;7;4;5;2;Technology;No Formal Qualifications;Computer Science;Data Scientist
363;41FE-D257;Murdock;Heinsius;Murdock Heinsius;Male;23;Under 25;Frequent Traveller;31;CA;Mixed or multiple ethnic groups;Single;23505.00;0;No;2017-07-12;Yes;1;0;0;0;Sales;Bachelors;Technical Degree;Sales Representative
364;422B-53AC;Otis;Liquorish;Otis Liquorish;Non-Binary;29;25-34;Some Travel;29;CA;White;Single;134537.00;0;Yes;2022-06-16;No;0;0;0;0;Sales;High School;Marketing;Sales Executive
365;4236-4F51;Nico;Playden;Nico Playden;Male;21;Under 25;No Travel;42;CA;White;Married;57118.00;3;No;2019-03-05;No;3;1;3;0;Technology;Bachelors;Computer Science;Data Scientist
366;425F-4D2D;Kimberlyn;Preston;Kimberlyn Preston;Female;25;25-34;Some Travel;30;CA;Mixed or multiple ethnic groups;Divorced;57742.00;2;Yes;2018-05-10;No;4;3;4;1;Sales;Masters;Marketing;Sales Executive
367;4268-9EAD;Hymie;Jedryka;Hymie Jedryka;Male;24;Under 25;Some Travel;9;NY;White;Single;108352.00;0;Yes;2022-01-26;No;0;0;0;0;Technology;Bachelors;Information Systems;Machine Learning Engineer
368;427A-8C69;Pasquale;Abreheart;Pasquale Abreheart;Male;32;25-34;Some Travel;15;CA;Mixed or multiple ethnic groups;Married;393294.00;1;No;2012-02-04;No;10;2;2;2;Technology;Bachelors;Other;Analytics Manager
369;4294-03D1;Lettie;D'Emanuele;Lettie D'Emanuele;Female;43;35-44;Some Travel;12;CA;White;Married;513262.00;0;No;2016-06-30;No;6;1;3;1;Sales;Masters;Marketing;Manager
370;42CC-040A;Stace;Savege;Stace Savege;Female;29;25-34;Some Travel;29;CA;White;Single;49606.00;0;No;2012-01-05;Yes;6;1;1;6;Human Resources;High School;Technical Degree;Recruiter
371;42F5-707F;Wilburt;Feldhuhn;Wilburt Feldhuhn;Male;23;Under 25;Some Travel;44;NY;White;Married;81034.00;2;Yes;2018-03-25;No;4;1;1;0;Technology;Bachelors;Information Systems;Senior Software Engineer
372;4304-4B4E;Lonni;McConnel;Lonni McConnel;Female;29;25-34;Some Travel;8;NY;White;Married;163950.00;1;No;2019-04-30;No;3;3;3;0;Sales;Bachelors;Marketing;Sales Executive
373;4316-C080;Padraig;Carnell;Padraig Carnell;Male;34;25-34;No Travel;25;CA;Mixed or multiple ethnic groups;Married;238630.00;1;No;2013-08-05;No;9;0;3;6;Technology;No Formal Qualifications;Computer Science;Senior Software Engineer
374;437C-4AD0;Cosmo;Viney;Cosmo Viney;Male;40;35-44;Frequent Traveller;2;NY;White;Married;260835.00;2;No;2020-05-14;No;2;1;2;0;Technology;Masters;Computer Science;Analytics Manager
375;43DD-6998;Angelia;Letrange;Angelia Letrange;Female;48;45-54;Some Travel;9;CA;White;Divorced;517695.00;1;No;2019-10-29;No;3;2;2;3;Technology;Masters;Business Studies;Analytics Manager
376;4404-DE5A;Karina;Weddup;Karina Weddup;Female;32;25-34;Some Travel;39;CA;Asian or Asian American;Single;68256.00;0;No;2012-05-10;No;10;7;9;6;Technology;No Formal Qualifications;Computer Science;Software Engineer
377;4467-6B8F;Shandeigh;Plott;Shandeigh Plott;Female;26;25-34;Frequent Traveller;28;NY;Mixed or multiple ethnic groups;Divorced;79324.00;0;Yes;2017-09-29;No;5;2;3;5;Technology;Masters;Information Systems;Machine Learning Engineer
378;449E-0EB7;Dniren;Muddiman;Dniren Muddiman;Female;23;Under 25;Frequent Traveller;26;NY;White;Married;44646.00;1;No;2019-11-15;No;3;1;2;2;Sales;No Formal Qualifications;Marketing;Sales Executive
